Gene,KEGG
Os01g0150400 ,"Fatty acid elongation, Biosynthesis of unsaturated fatty acids, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism"
Os01g0290600 ,"Cysteine and methionine metabolism, Metabolic pathways"
Os06g0142700 ,"Oxidative phosphorylation, Metabolic pathways"
Os06g0676700 ,"Galactose metabolism, Starch and sucrose metabolism, Metabolic pathways"
Os01g0949800 ,Glutathione metabolism
Os02g0440000 ,"Lysine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os09g0553600 ,"Nicotinate and nicotinamide metabolism, Metabolic pathways"
Os10g0457200 ,Pentose and glucuronate interconversions
Os08g0424100 ,Nitrogen metabolism
Os06g0695200 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os07g0223400 ,Endocytosis
Os06g0708832 ,"Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os03g0171900 ,"Alanine, aspartate and glutamate metabolism, Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Valine, leucine and isoleucine degradation, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0801700 ,"Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os02g0180500 ,"Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os02g0810300 ,RNA degradation
Os09g0400400 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os09g0489500 ,Plant hormone signal transduction
Os05g0577500 ,Plant-pathogen interaction
Os08g0113300 ,"Ubiquitin mediated proteolysis, Protein processing in endoplasmic reticulum"
Os08g0200100 ,"Fatty acid biosynthesis, Biosynthesis of unsaturated fatty acids, Fatty acid metabolism"
Os05g0377000 ,"Oxidative phosphorylation, Metabolic pathways"
Os03g0141200 ,Starch and sucrose metabolism
Os04g0588200 ,DNA replication
Os11g0672700 ,Homologous recombination
Os12g0167900 ,Ribosome
Os05g0399300 ,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways, MAPK signaling pathway - plant"
Os09g0267600 ,Endocytosis
Os05g0129000 ,"Cysteine and methionine metabolism, Glutathione metabolism, Metabolic pathways"
Os09g0399800 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os06g0154500 ,"MAPK signaling pathway - plant, Plant hormone signal transduction"
Os06g0609450 ,Endocytosis
Os01g0147900 ,"Glycolysis / Gluconeogenesis, Fructose and mannose metabolism, Inositol phosphate metabolism, Carbon fixation in photosynthetic organisms, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids"
Os08g0558000 ,Ribosome
Os10g0154000 ,SNARE interactions in vesicular transport
Os09g0567500 ,"Cutin, suberine and wax biosynthesis, Peroxisome"
Os10g0530200 ,Glutathione metabolism
Os04g0656100 ,Oxidative phosphorylation
Os03g0167700 ,"mRNA surveillance pathway, Autophagy - other"
Os03g0612600 ,Ribosome
Os01g0649100 ,"Citrate cycle (TCA cycle), Cysteine and methionine metabolism, Pyruvate metabolism, Glyoxylate and dicarboxylate metabolism, Carbon fixation in photosynthetic organisms, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os03g0369000 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os11g0112200 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os02g0745400 ,Amino sugar and nucleotide sugar metabolism
Os04g0560100 ,"Cutin, suberine and wax biosynthesis, Metabolic pathways"
Os01g0204000 ,"Purine metabolism, Pyrimidine metabolism, Metabolic pathways, DNA replication, Base excision repair, Nucleotide excision repair, Mismatch repair, Homologous recombination"
Os04g0179700 ,"Diterpenoid biosynthesis, Biosynthesis of secondary metabolites"
Os04g0397000 ,"N-Glycan biosynthesis, Metabolic pathways, Protein processing in endoplasmic reticulum"
Os01g0571200 ,Ribosome
Os11g0169800 ,"Fatty acid biosynthesis, Fatty acid degradation, Metabolic pathways, Fatty acid metabolism, Peroxisome"
Os03g0852200 ,Protein processing in endoplasmic reticulum
Os02g0713900 ,"Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os06g0199500 ,"Pantothenate and CoA biosynthesis, Metabolic pathways"
Os05g0209100 ,"N-Glycan biosynthesis, Metabolic pathways, Protein processing in endoplasmic reticulum"
Os05g0522500 ,"Glycolysis / Gluconeogenesis, Fructose and mannose metabolism, Galactose metabolism, Starch and sucrose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os04g0349500 ,Ribosome
Os05g0400400 ,"Oxidative phosphorylation, Metabolic pathways"
Os01g0857200 ,"Terpenoid backbone biosynthesis, Biosynthesis of secondary metabolites"
Os07g0638300 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os05g0105100 ,Endocytosis
Os03g0308500 ,Spliceosome
Os01g0859300 ,Plant hormone signal transduction
Os03g0797800 ,Plant hormone signal transduction
Os01g0265000 ,"Porphyrin and chlorophyll metabolism, Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os02g0204700 ,Brassinosteroid biosynthesis
Os07g0406300 ,"Pentose phosphate pathway, Glutathione metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os11g0701100 ,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
Os03g0129900 ,"Oxidative phosphorylation, Metabolic pathways"
Os05g0512000 ,Homologous recombination
Os05g0364500 ,Protein processing in endoplasmic reticulum
Os08g0155000 ,Ribosome biogenesis in eukaryotes
Os02g0227400 ,mRNA surveillance pathway
Os09g0111100 ,Plant hormone signal transduction
Os11g0443700 ,"Tropane, piperidine and pyridine alkaloid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0175200 ,Endocytosis
Os02g0806600 ,Endocytosis
Os09g0480400 ,Amino sugar and nucleotide sugar metabolism
Os05g0481600 ,"Oxidative phosphorylation, Metabolic pathways"
Os06g0114650 ,"Pentose phosphate pathway, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os02g0194900 ,Plant hormone signal transduction
Os02g0824700 ,"Oxidative phosphorylation, Metabolic pathways, Phagosome"
Os03g0257500 ,Endocytosis
Os01g0685800 ,"Oxidative phosphorylation, Metabolic pathways"
Os08g0474700 ,Protein processing in endoplasmic reticulum
Os05g0135000 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os04g0345800 ,"Cysteine and methionine metabolism, Metabolic pathways"
Os02g0511800 ,Ribosome biogenesis in eukaryotes
Os08g0127700 ,Spliceosome
Os04g0310500 ,"Oxidative phosphorylation, Metabolic pathways"
Os03g0302700 ,Ubiquitin mediated proteolysis
Os05g0207500 ,Plant hormone signal transduction
Os03g0224300 ,"Starch and sucrose metabolism, Metabolic pathways"
Os04g0565200 ,Zeatin biosynthesis
Os02g0549600 ,Ribosome
Os02g0235000 ,Endocytosis
Os03g0306900 ,"Thiamine metabolism, Metabolic pathways"
Os06g0568600 ,"Diterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0742800 ,Protein processing in endoplasmic reticulum
Os03g0106400 ,"Cysteine and methionine metabolism, Valine, leucine and isoleucine degradation, Valine, leucine and isoleucine biosynthesis, Pantothenate and CoA biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids"
Os02g0830200 ,Plant hormone signal transduction
Os01g0543100 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os09g0420300 ,Base excision repair
Os12g0446900 ,"Pyrimidine metabolism, One carbon pool by folate, Folate biosynthesis, Metabolic pathways"
Os01g0894300 ,"Fructose and mannose metabolism, Starch and sucrose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
Os09g0560500 ,"Folate biosynthesis, Metabolic pathways"
Os06g0273800 ,Protein export
Os01g0974800 ,Oxidative phosphorylation
Os07g0406800 ,"Purine metabolism, Pyrimidine metabolism, Metabolic pathways, DNA replication"
Os07g0127500 ,"MAPK signaling pathway - plant, Plant hormone signal transduction, Plant-pathogen interaction"
Os03g0128700 ,Plant-pathogen interaction
Os02g0503400 ,Ribosome
Os03g0679100 ,Endocytosis
Os02g0791800 ,Autophagy - other
Os02g0557200 ,Plant hormone signal transduction
Os04g0689000 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os01g0732700 ,"Tryptophan metabolism, Metabolic pathways"
Os05g0514600 ,"Diterpenoid biosynthesis, Biosynthesis of secondary metabolites"
Os04g0358000 ,"alpha-Linolenic acid metabolism, Biosynthesis of secondary metabolites"
Os04g0470500 ,Plant-pathogen interaction
Os04g0359700 ,"alpha-Linolenic acid metabolism, Biosynthesis of secondary metabolites"
Os02g0541700 ,"Oxidative phosphorylation, Metabolic pathways"
Os01g0533900 ,ABC transporters
Os02g0175600 ,Ribosome
Os12g0103300 ,"Protein export, Protein processing in endoplasmic reticulum, Phagosome"
Os03g0736500 ,SNARE interactions in vesicular transport
Os10g0470900 ,mRNA surveillance pathway
Os05g0386000 ,Other types of O-glycan biosynthesis
Os07g0613200 ,Ribosome
Os01g0273100 ,Ubiquitin mediated proteolysis
Os02g0762800 ,Homologous recombination
Os03g0738600 ,Linoleic acid metabolism
Os08g0421800 ,MAPK signaling pathway - plant
Os01g0300200 ,"Citrate cycle (TCA cycle), Metabolic pathways, Biosynthesis of secondary metabolites"
Os01g0338000 ,Protein processing in endoplasmic reticulum
Os09g0538200 ,Proteasome
Os01g0783600 ,Porphyrin and chlorophyll metabolism
Os07g0573100 ,"Purine metabolism, Sulfur metabolism, Metabolic pathways"
Os08g0495800 ,Galactose metabolism
Os07g0574800 ,Phagosome
Os04g0497400 ,"Riboflavin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os06g0112200 ,"Cysteine and methionine metabolism, Metabolic pathways"
Os03g0655200 ,SNARE interactions in vesicular transport
Os04g0680700 ,Mismatch repair
Os12g0443600 ,"Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways"
Os03g0307800 ,Lysine degradation
Os07g0577300 ,Starch and sucrose metabolism
Os04g0550600 ,"Carotenoid biosynthesis, Biosynthesis of secondary metabolites"
Os05g0579800 ,Ubiquitin mediated proteolysis
Os03g0691400 ,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os02g0816800 ,"Oxidative phosphorylation, Metabolic pathways"
Os10g0543400 ,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways, MAPK signaling pathway - plant"
Os07g0624600 ,"Starch and sucrose metabolism, Metabolic pathways"
Os05g0476200 ,DNA replication
Os08g0151800 ,"Ascorbate and aldarate metabolism, Metabolic pathways"
Os05g0160800 ,"Purine metabolism, Pyrimidine metabolism, Metabolic pathways, DNA replication, Base excision repair, Nucleotide excision repair"
Os03g0843100 ,Endocytosis
Os12g0560700 ,DNA replication
Os02g0704800 ,"Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os08g0206600 ,"Purine metabolism, One carbon pool by folate, Metabolic pathways, Biosynthesis of secondary metabolites"
Os01g0846000 ,"DNA replication, Nucleotide excision repair, Mismatch repair, Homologous recombination"
Os03g0234500 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os01g0750000 ,Endocytosis
Os05g0235800 ,DNA replication
Os01g0516700 ,"Metabolic pathways, Vancomycin resistance"
Os12g0600400 ,"Vitamin B6 metabolism, Metabolic pathways"
Os11g0575600 ,Linoleic acid metabolism
Os11g0112400 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0298700 ,"Cutin, suberine and wax biosynthesis, Peroxisome"
Os01g0868300 ,"Purine metabolism, Pyrimidine metabolism, Metabolic pathways, DNA replication"
Os03g0832200 ,"Protein processing in endoplasmic reticulum, Phagosome"
Os10g0377400 ,Endocytosis
Os03g0221500 ,Starch and sucrose metabolism
Os01g0205900 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0135100 ,Glutathione metabolism
Os03g0669100 ,"Pyrimidine metabolism, Metabolic pathways"
Os11g0482100 ,Protein processing in endoplasmic reticulum
Os10g0536700 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os11g0186400 ,"Purine metabolism, Pyrimidine metabolism, Metabolic pathways, DNA replication, Base excision repair, Nucleotide excision repair, Mismatch repair, Homologous recombination"
Os08g0563300 ,SNARE interactions in vesicular transport
Os10g0407000 ,"Pentose and glucuronate interconversions, Metabolic pathways"
Os07g0154100 ,"Carotenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0295500 ,"Oxidative phosphorylation, Metabolic pathways"
Os01g0787000 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os04g0611800 ,"Diterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os04g0183300 ,"Arginine and proline metabolism, Phenylalanine metabolism, Tryptophan metabolism"
Os05g0509200 ,"Oxidative phosphorylation, Metabolic pathways"
Os09g0298100 ,"Glycolysis / Gluconeogenesis, Pentose phosphate pathway, Fructose and mannose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0254600 ,Plant-pathogen interaction
Os06g0683300 ,"Cyanoamino acid metabolism, Starch and sucrose metabolism, Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os10g0525800 ,Glutathione metabolism
Os02g0467600 ,"Ubiquinone and other terpenoid-quinone biosynthesis, Phenylalanine metabolism, Phenylpropanoid biosynthesis, Flavonoid biosynthesis, Stilbenoid, diarylheptanoid and gingerol biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os01g0904700 ,Plant hormone signal transduction
Os04g0118100 ,"Arginine and proline metabolism, Phenylalanine metabolism, Tryptophan metabolism"
Os07g0607400 ,"Pentose and glucuronate interconversions, Metabolic pathways"
Os01g0765600 ,Plant-pathogen interaction
Os03g0678400 ,Protein processing in endoplasmic reticulum
Os01g0730300 ,"Starch and sucrose metabolism, Metabolic pathways"
Os03g0845700 ,"Purine metabolism, Pyrimidine metabolism, Metabolic pathways, RNA polymerase"
Os08g0556600 ,"Oxidative phosphorylation, Metabolic pathways"
Os09g0512700 ,Protein processing in endoplasmic reticulum
Os05g0443500 ,Photosynthesis
Os06g0653900 ,"Protein export, Protein processing in endoplasmic reticulum, Phagosome"
Os08g0139200 ,"Ubiquinone and other terpenoid-quinone biosynthesis, Biosynthesis of secondary metabolites"
Os01g0866700 ,"RNA degradation, Spliceosome"
Os04g0656800 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os01g0752600 ,Metabolic pathways
Os06g0175800 ,"Cysteine and methionine metabolism, Selenocompound metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids"
Os01g0351200 ,Base excision repair
Os02g0326600 ,Endocytosis
Os10g0191300 ,"MAPK signaling pathway - plant, Plant hormone signal transduction, Plant-pathogen interaction"
Os01g0924933 ,"Cutin, suberine and wax biosynthesis"
Os05g0134800 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os05g0501300 ,"Ubiquinone and other terpenoid-quinone biosynthesis, Biosynthesis of secondary metabolites"
Os03g0703000 ,"Cyanoamino acid metabolism, Starch and sucrose metabolism, Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os05g0135200 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os06g0546500 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os11g0186900 ,"Cysteine and methionine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os08g0440000 ,SNARE interactions in vesicular transport
Os09g0572000 ,"MAPK signaling pathway - plant, Plant hormone signal transduction"
Os05g0573200 ,"Citrate cycle (TCA cycle), Glutathione metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids, Peroxisome"
Os03g0138100 ,Spliceosome
Os02g0234800 ,Spliceosome
Os02g0514500 ,Glycerophospholipid metabolism
Os02g0218800 ,"alpha-Linolenic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
Os01g0951000 ,mRNA surveillance pathway
Os07g0592600 ,Plant hormone signal transduction
Os11g0269900 ,Fatty acid degradation
Os03g0821800 ,"N-Glycan biosynthesis, Metabolic pathways"
Os04g0664400 ,Plant hormone signal transduction
Os07g0639400 ,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites"
Os03g0246800 ,Endocytosis
Os11g0305400 ,"Stilbenoid, diarylheptanoid and gingerol biosynthesis"
Os07g0621800 ,"Glycolysis / Gluconeogenesis, Fatty acid degradation, Tyrosine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism"
Os05g0280500 ,"Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites"
